* Measurement data measured by REW V5.20.8
* Source: Generic_1 [plughw:1,0], Capture (Capture), R, volume: 0.508
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 10 Jul, 2022 10:34:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Jul 10
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), dBFS(dBFS), Phase(degrees)
4378.418323, -12.934, 146.2465
4378.784534, -12.938, 146.2250
4379.150745, -12.943, 146.2036
4379.516956, -12.947, 146.1821
4379.883167, -12.951, 146.1607
4380.249378, -12.955, 146.1393
4380.615589, -12.959, 146.1180
4380.981800, -12.964, 146.0966
4381.348011, -12.968, 146.0753
4381.714222, -12.972, 146.0540
4382.080433, -12.976, 146.0328
4382.446644, -12.981, 146.0115
4382.812855, -12.985, 145.9903
4383.179066, -12.989, 145.9691
4383.545277, -12.993, 145.9479
4383.911488, -12.997, 145.9267
4384.277699, -13.002, 145.9056
4384.643910, -13.006, 145.8844
4385.010121, -13.010, 145.8633
4385.376332, -13.014, 145.8422
4385.742543, -13.019, 145.8212
4386.108754, -13.023, 145.8001
4386.474965, -13.027, 145.7791
4386.841176, -13.031, 145.7581
4387.207387, -13.035, 145.7371
4387.573598, -13.040, 145.7162
4387.939809, -13.044, 145.6953
4388.306020, -13.048, 145.6743
4388.672231, -13.052, 145.6534
4389.038441, -13.057, 145.6325
4389.404652, -13.061, 145.6117
4389.770863, -13.065, 145.5908
4390.137074, -13.069, 145.5700
4390.503285, -13.073, 145.5492
4390.869496, -13.078, 145.5284
4391.235707, -13.082, 145.5077
4391.601918, -13.086, 145.4869
4391.968129, -13.090, 145.4662
4392.334340, -13.094, 145.4455
4392.700551, -13.099, 145.4249
4393.066762, -13.103, 145.4042
4393.432973, -13.107, 145.3835
4393.799184, -13.111, 145.3629
4394.165395, -13.115, 145.3423
4394.531606, -13.120, 145.3218
4394.897817, -13.124, 145.3012
4395.264028, -13.128, 145.2807
4395.630239, -13.132, 145.2601
4395.996450, -13.136, 145.2397
4396.362661, -13.141, 145.2192
4396.728872, -13.145, 145.1987
4397.095083, -13.149, 145.1783
4397.461294, -13.153, 145.1579
4397.827505, -13.157, 145.1375
4398.193716, -13.162, 145.1171
4398.559927, -13.166, 145.0967
4398.926138, -13.170, 145.0764
4399.292349, -13.174, 145.0561
4399.658560, -13.178, 145.0358
4400.024770, -13.183, 145.0155
4400.390981, -13.187, 144.9952
4400.757192, -13.191, 144.9750
4401.123403, -13.195, 144.9547
4401.489614, -13.199, 144.9345
4401.855825, -13.203, 144.9144
4402.222036, -13.208, 144.8942
4402.588247, -13.212, 144.8740
4402.954458, -13.216, 144.8539
4403.320669, -13.220, 144.8338
4403.686880, -13.224, 144.8137
4404.053091, -13.229, 144.7936
4404.419302, -13.233, 144.7736
4404.785513, -13.237, 144.7535
4405.151724, -13.241, 144.7335
4405.517935, -13.245, 144.7135
4405.884146, -13.249, 144.6935
4406.250357, -13.254, 144.6736
4406.616568, -13.258, 144.6536
4406.982779, -13.262, 144.6337
4407.348990, -13.266, 144.6138
4407.715201, -13.270, 144.5939
4408.081412, -13.274, 144.5741
4408.447623, -13.279, 144.5542
4408.813834, -13.283, 144.5344
4409.180045, -13.287, 144.5146
4409.546256, -13.291, 144.4948
4409.912467, -13.295, 144.4750
4410.278678, -13.299, 144.4553
4410.644889, -13.304, 144.4355
4411.011100, -13.308, 144.4158
4411.377310, -13.312, 144.3961
4411.743521, -13.316, 144.3764
4412.109732, -13.320, 144.3568
4412.475943, -13.324, 144.3371
4412.842154, -13.329, 144.3175
4413.208365, -13.333, 144.2979
4413.574576, -13.337, 144.2783
4413.940787, -13.341, 144.2587
4414.306998, -13.345, 144.2392
4414.673209, -13.349, 144.2196
4415.039420, -13.354, 144.2001
4415.405631, -13.358, 144.1806
4415.771842, -13.362, 144.1611
4416.138053, -13.366, 144.1417
4416.504264, -13.370, 144.1222
4416.870475, -13.374, 144.1028
4417.236686, -13.378, 144.0834
4417.602897, -13.383, 144.0640
4417.969108, -13.387, 144.0446
4418.335319, -13.391, 144.0252
4418.701530, -13.395, 144.0059
4419.067741, -13.399, 143.9866
4419.433952, -13.403, 143.9673
4419.800163, -13.407, 143.9480
4420.166374, -13.412, 143.9287
4420.532585, -13.416, 143.9094
4420.898796, -13.420, 143.8902
4421.265007, -13.424, 143.8710
4421.631218, -13.428, 143.8518
4421.997429, -13.432, 143.8326
4422.363640, -13.436, 143.8134
4422.729850, -13.441, 143.7943
4423.096061, -13.445, 143.7751
4423.462272, -13.449, 143.7560
4423.828483, -13.453, 143.7369
4424.194694, -13.457, 143.7178
4424.560905, -13.461, 143.6988
4424.927116, -13.465, 143.6797
4425.293327, -13.469, 143.6607
4425.659538, -13.474, 143.6417
4426.025749, -13.478, 143.6227
4426.391960, -13.482, 143.6037
4426.758171, -13.486, 143.5847
4427.124382, -13.490, 143.5658
4427.490593, -13.494, 143.5469
4427.856804, -13.498, 143.5280
4428.223015, -13.503, 143.5091
4428.589226, -13.507, 143.4902
4428.955437, -13.511, 143.4713
4429.321648, -13.515, 143.4525
4429.687859, -13.519, 143.4337
4430.054070, -13.523, 143.4148
4430.420281, -13.527, 143.3960
4430.786492, -13.531, 143.3773
4431.152703, -13.535, 143.3585
4431.518914, -13.540, 143.3397
4431.885125, -13.544, 143.3210
4432.251336, -13.548, 143.3023
4432.617547, -13.552, 143.2836
4432.983758, -13.556, 143.2649
4433.349969, -13.560, 143.2462
4433.716179, -13.564, 143.2276
4434.082390, -13.568, 143.2090
4434.448601, -13.572, 143.1904
4434.814812, -13.577, 143.1718
4435.181023, -13.581, 143.1532
4435.547234, -13.585, 143.1346
4435.913445, -13.589, 143.1161
4436.279656, -13.593, 143.0975
4436.645867, -13.597, 143.0790
4437.012078, -13.601, 143.0605
4437.378289, -13.605, 143.0420
4437.744500, -13.609, 143.0236
4438.110711, -13.614, 143.0051
4438.476922, -13.618, 142.9866
4438.843133, -13.622, 142.9682
4439.209344, -13.626, 142.9498
4439.575555, -13.630, 142.9315
4439.941766, -13.634, 142.9131
4440.307977, -13.638, 142.8947
4440.674188, -13.642, 142.8763
4441.040399, -13.646, 142.8580
4441.406610, -13.650, 142.8397
4441.772821, -13.655, 142.8214
4442.139032, -13.659, 142.8032
4442.505243, -13.663, 142.7849
4442.871454, -13.667, 142.7666
4443.237665, -13.671, 142.7484
4443.603876, -13.675, 142.7302
4443.970087, -13.679, 142.7120
4444.336298, -13.683, 142.6938
4444.702509, -13.687, 142.6756
4445.068719, -13.691, 142.6575
4445.434930, -13.695, 142.6393
4445.801141, -13.699, 142.6212
4446.167352, -13.704, 142.6031
4446.533563, -13.708, 142.5850
4446.899774, -13.712, 142.5670
4447.265985, -13.716, 142.5489
4447.632196, -13.720, 142.5308
4447.998407, -13.724, 142.5128
4448.364618, -13.728, 142.4948
4448.730829, -13.732, 142.4768
4449.097040, -13.736, 142.4588
4449.463251, -13.740, 142.4409
4449.829462, -13.744, 142.4229
4450.195673, -13.748, 142.4049
4450.561884, -13.752, 142.3870
4450.928095, -13.757, 142.3691
4451.294306, -13.761, 142.3512
4451.660517, -13.765, 142.3333
4452.026728, -13.769, 142.3155
4452.392939, -13.773, 142.2976
4452.759150, -13.777, 142.2798
4453.125361, -13.781, 142.2620
4453.491572, -13.785, 142.2442
4453.857783, -13.789, 142.2264
4454.223994, -13.793, 142.2086
4454.590205, -13.797, 142.1909
4454.956416, -13.801, 142.1731
4455.322627, -13.805, 142.1554
4455.688838, -13.809, 142.1377
4456.055048, -13.813, 142.1200
4456.421259, -13.818, 142.1023
4456.787470, -13.822, 142.0847
4457.153681, -13.826, 142.0670
4457.519892, -13.830, 142.0493
4457.886103, -13.834, 142.0317
4458.252314, -13.838, 142.0141
4458.618525, -13.842, 141.9965
4458.984736, -13.846, 141.9789
4459.350947, -13.850, 141.9614
4459.717158, -13.854, 141.9438
4460.083369, -13.858, 141.9263
4460.449580, -13.862, 141.9088
4460.815791, -13.866, 141.8913
4461.182002, -13.870, 141.8738
4461.548213, -13.874, 141.8563
4461.914424, -13.878, 141.8389
4462.280635, -13.882, 141.8214
4462.646846, -13.886, 141.8040
4463.013057, -13.891, 141.7866
4463.379268, -13.895, 141.7692
4463.745479, -13.899, 141.7518
4464.111690, -13.903, 141.7344
4464.477901, -13.907, 141.7170
4464.844112, -13.911, 141.6997
4465.210323, -13.915, 141.6823
4465.576534, -13.919, 141.6650
4465.942745, -13.923, 141.6477
4466.308956, -13.927, 141.6304
4466.675167, -13.931, 141.6132
4467.041378, -13.935, 141.5959
4467.407588, -13.939, 141.5786
4467.773799, -13.943, 141.5614
4468.140010, -13.947, 141.5442
4468.506221, -13.951, 141.5270
4468.872432, -13.955, 141.5098
4469.238643, -13.959, 141.4926
4469.604854, -13.963, 141.4755
4469.971065, -13.967, 141.4583
4470.337276, -13.971, 141.4412
4470.703487, -13.975, 141.4241
4471.069698, -13.979, 141.4070
4471.435909, -13.983, 141.3899
4471.802120, -13.987, 141.3728
4472.168331, -13.991, 141.3557
4472.534542, -13.995, 141.3387
4472.900753, -13.999, 141.3216
4473.266964, -14.003, 141.3046
4473.633175, -14.008, 141.2876
4473.999386, -14.012, 141.2706
4474.365597, -14.016, 141.2536
4474.731808, -14.020, 141.2366
4475.098019, -14.024, 141.2197
4475.464230, -14.028, 141.2028
4475.830441, -14.032, 141.1859
4476.196652, -14.036, 141.1689
4476.562863, -14.040, 141.1520
4476.929074, -14.044, 141.1351
4477.295285, -14.048, 141.1183
4477.661496, -14.052, 141.1014
4478.027707, -14.056, 141.0845
4478.393918, -14.060, 141.0677
4478.760128, -14.064, 141.0509
4479.126339, -14.068, 141.0341
4479.492550, -14.072, 141.0173
4479.858761, -14.076, 141.0005
4480.224972, -14.080, 140.9838
4480.591183, -14.084, 140.9670
4480.957394, -14.088, 140.9503
4481.323605, -14.092, 140.9335
4481.689816, -14.096, 140.9168
4482.056027, -14.100, 140.9001
4482.422238, -14.104, 140.8834
4482.788449, -14.108, 140.8668
4483.154660, -14.112, 140.8501
4483.520871, -14.116, 140.8335
4483.887082, -14.120, 140.8168
4484.253293, -14.124, 140.8002
4484.619504, -14.128, 140.7836
4484.985715, -14.132, 140.7670
4485.351926, -14.136, 140.7504
4485.718137, -14.140, 140.7339
4486.084348, -14.144, 140.7173
4486.450559, -14.148, 140.7007
4486.816770, -14.152, 140.6842
4487.182981, -14.156, 140.6677
4487.549192, -14.160, 140.6512
4487.915403, -14.164, 140.6347
4488.281614, -14.168, 140.6183
4488.647825, -14.172, 140.6018
4489.014036, -14.176, 140.5853
4489.380247, -14.180, 140.5689
4489.746457, -14.184, 140.5525
4490.112668, -14.188, 140.5361
4490.478879, -14.192, 140.5197
4490.845090, -14.196, 140.5033
4491.211301, -14.200, 140.4869
4491.577512, -14.204, 140.4705
4491.943723, -14.208, 140.4542
4492.309934, -14.212, 140.4378
4492.676145, -14.216, 140.4215
4493.042356, -14.220, 140.4052
4493.408567, -14.224, 140.3889
4493.774778, -14.228, 140.3726
4494.140989, -14.232, 140.3563
4494.507200, -14.236, 140.3401
4494.873411, -14.240, 140.3239
4495.239622, -14.244, 140.3076
4495.605833, -14.247, 140.2914
4495.972044, -14.251, 140.2751
4496.338255, -14.255, 140.2590
4496.704466, -14.259, 140.2428
4497.070677, -14.263, 140.2266
4497.436888, -14.267, 140.2104
4497.803099, -14.271, 140.1943
4498.169310, -14.275, 140.1782
4498.535521, -14.279, 140.1620
4498.901732, -14.283, 140.1459
4499.267943, -14.287, 140.1298
4499.634154, -14.291, 140.1137
4500.000365, -14.295, 140.0976
4500.366576, -14.299, 140.0815
4500.732787, -14.303, 140.0655
4501.098997, -14.307, 140.0495
4501.465208, -14.311, 140.0334
4501.831419, -14.315, 140.0174
4502.197630, -14.319, 140.0014
4502.563841, -14.323, 139.9854
4502.930052, -14.327, 139.9694
4503.296263, -14.331, 139.9535
4503.662474, -14.335, 139.9375
4504.028685, -14.339, 139.9216
4504.394896, -14.343, 139.9056
4504.761107, -14.347, 139.8897
4505.127318, -14.351, 139.8738
4505.493529, -14.355, 139.8579
4505.859740, -14.359, 139.8420
4506.225951, -14.363, 139.8261
4506.592162, -14.366, 139.8103
4506.958373, -14.370, 139.7944
4507.324584, -14.374, 139.7786
4507.690795, -14.378, 139.7628
4508.057006, -14.382, 139.7469
4508.423217, -14.386, 139.7311
4508.789428, -14.390, 139.7153
4509.155639, -14.394, 139.6996
4509.521850, -14.398, 139.6838
4509.888061, -14.402, 139.6680
4510.254272, -14.406, 139.6523
4510.620483, -14.410, 139.6365
4510.986694, -14.414, 139.6208
4511.352905, -14.418, 139.6051
4511.719116, -14.422, 139.5894
4512.085326, -14.426, 139.5737
4512.451537, -14.430, 139.5580
4512.817748, -14.434, 139.5424
4513.183959, -14.438, 139.5267
4513.550170, -14.441, 139.5111
4513.916381, -14.445, 139.4955
4514.282592, -14.449, 139.4798
4514.648803, -14.453, 139.4642
4515.015014, -14.457, 139.4486
4515.381225, -14.461, 139.4330
4515.747436, -14.465, 139.4174
4516.113647, -14.469, 139.4019
4516.479858, -14.473, 139.3863
4516.846069, -14.477, 139.3708
4517.212280, -14.481, 139.3553
4517.578491, -14.485, 139.3397
4517.944702, -14.489, 139.3242
4518.310913, -14.493, 139.3087
4518.677124, -14.497, 139.2932
4519.043335, -14.501, 139.2778
4519.409546, -14.504, 139.2623
4519.775757, -14.508, 139.2468
4520.141968, -14.512, 139.2314
4520.508179, -14.516, 139.2159
4520.874390, -14.520, 139.2005
4521.240601, -14.524, 139.1851
4521.606812, -14.528, 139.1697
4521.973023, -14.532, 139.1543
4522.339234, -14.536, 139.1389
4522.705445, -14.540, 139.1236
4523.071656, -14.544, 139.1082
4523.437866, -14.548, 139.0928
4523.804077, -14.552, 139.0775
4524.170288, -14.556, 139.0622
4524.536499, -14.559, 139.0469
4524.902710, -14.563, 139.0316
4525.268921, -14.567, 139.0163
4525.635132, -14.571, 139.0010
4526.001343, -14.575, 138.9857
4526.367554, -14.579, 138.9705
4526.733765, -14.583, 138.9552
4527.099976, -14.587, 138.9399
4527.466187, -14.591, 138.9247
4527.832398, -14.595, 138.9095
4528.198609, -14.599, 138.8943
4528.564820, -14.603, 138.8791
4528.931031, -14.606, 138.8639
4529.297242, -14.610, 138.8487
4529.663453, -14.614, 138.8336
4530.029664, -14.618, 138.8184
4530.395875, -14.622, 138.8033
4530.762086, -14.626, 138.7881
4531.128297, -14.630, 138.7730
4531.494508, -14.634, 138.7579
4531.860719, -14.638, 138.7427
4532.226930, -14.642, 138.7277
4532.593141, -14.646, 138.7126
4532.959352, -14.649, 138.6975
4533.325563, -14.653, 138.6824
4533.691774, -14.657, 138.6674
4534.057985, -14.661, 138.6523
4534.424195, -14.665, 138.6373
4534.790406, -14.669, 138.6223
4535.156617, -14.673, 138.6072
4535.522828, -14.677, 138.5922
4535.889039, -14.681, 138.5772
4536.255250, -14.685, 138.5623
4536.621461, -14.688, 138.5473
4536.987672, -14.692, 138.5323
4537.353883, -14.696, 138.5174
4537.720094, -14.700, 138.5024
4538.086305, -14.704, 138.4875
4538.452516, -14.708, 138.4726
4538.818727, -14.712, 138.4576
4539.184938, -14.716, 138.4427
4539.551149, -14.720, 138.4279
4539.917360, -14.724, 138.4130
4540.283571, -14.727, 138.3981
4540.649782, -14.731, 138.3832
4541.015993, -14.735, 138.3684
4541.382204, -14.739, 138.3535
4541.748415, -14.743, 138.3387
4542.114626, -14.747, 138.3239
4542.480837, -14.751, 138.3091
4542.847048, -14.755, 138.2943
4543.213259, -14.759, 138.2795
4543.579470, -14.762, 138.2647
4543.945681, -14.766, 138.2499
4544.311892, -14.770, 138.2352
4544.678103, -14.774, 138.2204
4545.044314, -14.778, 138.2056
4545.410525, -14.782, 138.1909
4545.776735, -14.786, 138.1762
4546.142946, -14.790, 138.1615
4546.509157, -14.794, 138.1468
4546.875368, -14.797, 138.1321
4547.241579, -14.801, 138.1174
4547.607790, -14.805, 138.1027
4547.974001, -14.809, 138.0880
4548.340212, -14.813, 138.0734
4548.706423, -14.817, 138.0587
4549.072634, -14.821, 138.0441
4549.438845, -14.825, 138.0295
4549.805056, -14.829, 138.0149
4550.171267, -14.832, 138.0002
4550.537478, -14.836, 137.9857
4550.903689, -14.840, 137.9711
4551.269900, -14.844, 137.9565
4551.636111, -14.848, 137.9420
4552.002322, -14.852, 137.9274
4552.368533, -14.856, 137.9128
4552.734744, -14.860, 137.8983
4553.100955, -14.863, 137.8838
4553.467166, -14.867, 137.8693
4553.833377, -14.871, 137.8547
4554.199588, -14.875, 137.8402
4554.565799, -14.879, 137.8257
4554.932010, -14.883, 137.8113
4555.298221, -14.887, 137.7968
4555.664432, -14.891, 137.7823
4556.030643, -14.894, 137.7679
4556.396854, -14.898, 137.7534
4556.763065, -14.902, 137.7390
4557.129275, -14.906, 137.7246
4557.495486, -14.910, 137.7102
4557.861697, -14.914, 137.6958
4558.227908, -14.918, 137.6814
4558.594119, -14.921, 137.6670
4558.960330, -14.925, 137.6526
4559.326541, -14.929, 137.6383
4559.692752, -14.933, 137.6239
4560.058963, -14.937, 137.6096
4560.425174, -14.941, 137.5952
4560.791385, -14.945, 137.5809
4561.157596, -14.949, 137.5666
4561.523807, -14.952, 137.5523
4561.890018, -14.956, 137.5380
4562.256229, -14.960, 137.5237
4562.622440, -14.964, 137.5095
4562.988651, -14.968, 137.4952
4563.354862, -14.972, 137.4809
4563.721073, -14.976, 137.4667
4564.087284, -14.979, 137.4525
4564.453495, -14.983, 137.4382
4564.819706, -14.987, 137.4240
4565.185917, -14.991, 137.4098
4565.552128, -14.995, 137.3956
4565.918339, -14.999, 137.3814
4566.284550, -15.003, 137.3672
4566.650761, -15.006, 137.3530
4567.016972, -15.010, 137.3389
4567.383183, -15.014, 137.3247
4567.749394, -15.018, 137.3106
4568.115604, -15.022, 137.2964
4568.481815, -15.026, 137.2823
4568.848026, -15.030, 137.2682
4569.214237, -15.033, 137.2541
4569.580448, -15.037, 137.2400
4569.946659, -15.041, 137.2260
4570.312870, -15.045, 137.2119
4570.679081, -15.049, 137.1978
4571.045292, -15.053, 137.1837
4571.411503, -15.056, 137.1697
4571.777714, -15.060, 137.1556
4572.143925, -15.064, 137.1416
4572.510136, -15.068, 137.1276
4572.876347, -15.072, 137.1136
4573.242558, -15.076, 137.0996
4573.608769, -15.080, 137.0856
4573.974980, -15.083, 137.0717
4574.341191, -15.087, 137.0577
4574.707402, -15.091, 137.0437
4575.073613, -15.095, 137.0298
4575.439824, -15.099, 137.0158
4575.806035, -15.103, 137.0019
4576.172246, -15.106, 136.9880
4576.538457, -15.110, 136.9741
4576.904668, -15.114, 136.9601
4577.270879, -15.118, 136.9463
4577.637090, -15.122, 136.9324
4578.003301, -15.126, 136.9185
4578.369512, -15.130, 136.9046
4578.735723, -15.133, 136.8908
4579.101934, -15.137, 136.8770
4579.468144, -15.141, 136.8631
4579.834355, -15.145, 136.8493
4580.200566, -15.149, 136.8354
4580.566777, -15.153, 136.8217
4580.932988, -15.156, 136.8079
4581.299199, -15.160, 136.7941
4581.665410, -15.164, 136.7803
4582.031621, -15.168, 136.7665
4582.397832, -15.172, 136.7527
4582.764043, -15.176, 136.7390
4583.130254, -15.179, 136.7253
4583.496465, -15.183, 136.7115
4583.862676, -15.187, 136.6978
4584.228887, -15.191, 136.6841
4584.595098, -15.195, 136.6704
4584.961309, -15.199, 136.6567
4585.327520, -15.202, 136.6430
4585.693731, -15.206, 136.6293
4586.059942, -15.210, 136.6157
4586.426153, -15.214, 136.6020
4586.792364, -15.218, 136.5883
4587.158575, -15.222, 136.5747
4587.524786, -15.225, 136.5610
4587.890997, -15.229, 136.5474
4588.257208, -15.233, 136.5338
4588.623419, -15.237, 136.5202
4588.989630, -15.241, 136.5066
4589.355841, -15.245, 136.4930
4589.722052, -15.248, 136.4794
4590.088263, -15.252, 136.4659
4590.454473, -15.256, 136.4523
4590.820684, -15.260, 136.4388
4591.186895, -15.264, 136.4252
4591.553106, -15.268, 136.4117
4591.919317, -15.271, 136.3982
4592.285528, -15.275, 136.3846
4592.651739, -15.279, 136.3712
4593.017950, -15.283, 136.3577
4593.384161, -15.287, 136.3442
4593.750372, -15.291, 136.3307
4594.116583, -15.294, 136.3172
4594.482794, -15.298, 136.3038
4594.849005, -15.302, 136.2903
4595.215216, -15.306, 136.2769
4595.581427, -15.310, 136.2634
4595.947638, -15.313, 136.2500
4596.313849, -15.317, 136.2366
4596.680060, -15.321, 136.2232
4597.046271, -15.325, 136.2098
4597.412482, -15.329, 136.1964
4597.778693, -15.333, 136.1830
4598.144904, -15.336, 136.1697
4598.511115, -15.340, 136.1563
4598.877326, -15.344, 136.1429
4599.243537, -15.348, 136.1296
4599.609748, -15.352, 136.1163
4599.975959, -15.355, 136.1029
4600.342170, -15.359, 136.0896
4600.708381, -15.363, 136.0763
4601.074592, -15.367, 136.0630
4601.440803, -15.371, 136.0497
4601.807013, -15.375, 136.0364
4602.173224, -15.378, 136.0231
4602.539435, -15.382, 136.0099
4602.905646, -15.386, 135.9966
4603.271857, -15.390, 135.9834
4603.638068, -15.394, 135.9702
4604.004279, -15.397, 135.9569
4604.370490, -15.401, 135.9437
4604.736701, -15.405, 135.9305
4605.102912, -15.409, 135.9173
4605.469123, -15.413, 135.9041
4605.835334, -15.417, 135.8909
4606.201545, -15.420, 135.8777
4606.567756, -15.424, 135.8645
4606.933967, -15.428, 135.8514
4607.300178, -15.432, 135.8382
4607.666389, -15.436, 135.8251
4608.032600, -15.439, 135.8119
4608.398811, -15.443, 135.7988
4608.765022, -15.447, 135.7857
4609.131233, -15.451, 135.7726
4609.497444, -15.455, 135.7595
4609.863655, -15.458, 135.7464
4610.229866, -15.462, 135.7333
4610.596077, -15.466, 135.7202
4610.962288, -15.470, 135.7071
4611.328499, -15.474, 135.6941
4611.694710, -15.477, 135.6810
4612.060921, -15.481, 135.6680
4612.427132, -15.485, 135.6549
4612.793343, -15.489, 135.6419
4613.159553, -15.493, 135.6289
4613.525764, -15.497, 135.6159
4613.891975, -15.500, 135.6028
4614.258186, -15.504, 135.5899
4614.624397, -15.508, 135.5769
4614.990608, -15.512, 135.5639
4615.356819, -15.516, 135.5509
4615.723030, -15.519, 135.5380
4616.089241, -15.523, 135.5250
4616.455452, -15.527, 135.5121
4616.821663, -15.531, 135.4991
4617.187874, -15.535, 135.4862
4617.554085, -15.538, 135.4733
4617.920296, -15.542, 135.4604
4618.286507, -15.546, 135.4474
4618.652718, -15.550, 135.4346
4619.018929, -15.554, 135.4217
4619.385140, -15.557, 135.4088
4619.751351, -15.561, 135.3959
4620.117562, -15.565, 135.3831
4620.483773, -15.569, 135.3702
4620.849984, -15.573, 135.3574
4621.216195, -15.576, 135.3445
4621.582406, -15.580, 135.3317
4621.948617, -15.584, 135.3188
4622.314828, -15.588, 135.3060
4622.681039, -15.592, 135.2932
4623.047250, -15.595, 135.2805
4623.413461, -15.599, 135.2676
4623.779672, -15.603, 135.2549
4624.145882, -15.607, 135.2421
4624.512093, -15.611, 135.2293
4624.878304, -15.614, 135.2166
4625.244515, -15.618, 135.2038
4625.610726, -15.622, 135.1911
4625.976937, -15.626, 135.1783
4626.343148, -15.630, 135.1656
4626.709359, -15.633, 135.1529
4627.075570, -15.637, 135.1402
4627.441781, -15.641, 135.1275
4627.807992, -15.645, 135.1148
4628.174203, -15.649, 135.1021
4628.540414, -15.652, 135.0894
4628.906625, -15.656, 135.0767
4629.272836, -15.660, 135.0641
4629.639047, -15.664, 135.0514
4630.005258, -15.667, 135.0388
4630.371469, -15.671, 135.0261
4630.737680, -15.675, 135.0135
4631.103891, -15.679, 135.0009
4631.470102, -15.683, 134.9883
4631.836313, -15.686, 134.9756
4632.202524, -15.690, 134.9630
4632.568735, -15.694, 134.9504
4632.934946, -15.698, 134.9379
4633.301157, -15.702, 134.9253
4633.667368, -15.705, 134.9127
4634.033579, -15.709, 134.9001
4634.399790, -15.713, 134.8876
4634.766001, -15.717, 134.8751
4635.132212, -15.721, 134.8625
4635.498422, -15.724, 134.8500
4635.864633, -15.728, 134.8375
4636.230844, -15.732, 134.8250
4636.597055, -15.736, 134.8125
4636.963266, -15.740, 134.8000
4637.329477, -15.743, 134.7875
4637.695688, -15.747, 134.7750
4638.061899, -15.751, 134.7625
4638.428110, -15.755, 134.7501
4638.794321, -15.758, 134.7376
4639.160532, -15.762, 134.7252
4639.526743, -15.766, 134.7127
4639.892954, -15.770, 134.7003
4640.259165, -15.774, 134.6879
4640.625376, -15.777, 134.6754
4640.991587, -15.781, 134.6630
4641.357798, -15.785, 134.6506
4641.724009, -15.789, 134.6382
4642.090220, -15.793, 134.6259
4642.456431, -15.796, 134.6135
4642.822642, -15.800, 134.6011
4643.188853, -15.804, 134.5887
4643.555064, -15.808, 134.5764
4643.921275, -15.811, 134.5640
4644.287486, -15.815, 134.5517
4644.653697, -15.819, 134.5393
4645.019908, -15.823, 134.5270
4645.386119, -15.827, 134.5147
4645.752330, -15.830, 134.5024
4646.118541, -15.834, 134.4901
4646.484751, -15.838, 134.4778
4646.850962, -15.842, 134.4655
4647.217173, -15.846, 134.4532
4647.583384, -15.849, 134.4410
4647.949595, -15.853, 134.4287
4648.315806, -15.857, 134.4164
4648.682017, -15.861, 134.4042
4649.048228, -15.864, 134.3920
4649.414439, -15.868, 134.3798
4649.780650, -15.872, 134.3675
4650.146861, -15.876, 134.3553
4650.513072, -15.880, 134.3431
4650.879283, -15.883, 134.3309
4651.245494, -15.887, 134.3187
4651.611705, -15.891, 134.3065
4651.977916, -15.895, 134.2943
4652.344127, -15.898, 134.2822
4652.710338, -15.902, 134.2700
4653.076549, -15.906, 134.2579
4653.442760, -15.910, 134.2457
4653.808971, -15.914, 134.2336
4654.175182, -15.917, 134.2214
4654.541393, -15.921, 134.2094
4654.907604, -15.925, 134.1972
4655.273815, -15.929, 134.1851
4655.640026, -15.932, 134.1730
4656.006237, -15.936, 134.1609
4656.372448, -15.940, 134.1489
4656.738659, -15.944, 134.1368
4657.104870, -15.948, 134.1247
4657.471081, -15.951, 134.1126
4657.837291, -15.955, 134.1006
4658.203502, -15.959, 134.0886
4658.569713, -15.963, 134.0765
4658.935924, -15.966, 134.0645
4659.302135, -15.970, 134.0525
4659.668346, -15.974, 134.0405
4660.034557, -15.978, 134.0284
4660.400768, -15.982, 134.0164
4660.766979, -15.985, 134.0045
4661.133190, -15.989, 133.9925
4661.499401, -15.993, 133.9805
4661.865612, -15.997, 133.9685
4662.231823, -16.000, 133.9566
4662.598034, -16.004, 133.9446
4662.964245, -16.008, 133.9327
4663.330456, -16.012, 133.9208
4663.696667, -16.015, 133.9088
4664.062878, -16.019, 133.8969
4664.429089, -16.023, 133.8850
4664.795300, -16.027, 133.8731
4665.161511, -16.031, 133.8612
4665.527722, -16.034, 133.8493
4665.893933, -16.038, 133.8374
4666.260144, -16.042, 133.8256
4666.626355, -16.046, 133.8137
4666.992566, -16.049, 133.8018
4667.358777, -16.053, 133.7900
4667.724988, -16.057, 133.7781
4668.091199, -16.061, 133.7663
4668.457410, -16.065, 133.7545
4668.823620, -16.068, 133.7427
4669.189831, -16.072, 133.7308
4669.556042, -16.076, 133.7191
4669.922253, -16.080, 133.7072
4670.288464, -16.083, 133.6955
4670.654675, -16.087, 133.6837
4671.020886, -16.091, 133.6719
4671.387097, -16.095, 133.6602
4671.753308, -16.098, 133.6484
4672.119519, -16.102, 133.6366
4672.485730, -16.106, 133.6249
4672.851941, -16.110, 133.6132
4673.218152, -16.114, 133.6014
4673.584363, -16.117, 133.5897
4673.950574, -16.121, 133.5780
