* Measurement data measured by REW V5.20.8
* Source: Generic_1 [plughw:1,0], Capture (Capture), R, volume: 0.508
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 10 Jul, 2022 10:34:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Jul 10
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), dBFS(dBFS), Phase(degrees)
15314.942651, -28.320, -155.2585
15315.308862, -28.318, -155.2464
15315.675073, -28.316, -155.2344
15316.041284, -28.314, -155.2223
15316.407495, -28.311, -155.2103
15316.773706, -28.309, -155.1982
15317.139917, -28.307, -155.1862
15317.506128, -28.305, -155.1742
15317.872339, -28.303, -155.1622
15318.238550, -28.300, -155.1501
15318.604761, -28.298, -155.1381
15318.970972, -28.296, -155.1261
15319.337183, -28.294, -155.1141
15319.703394, -28.292, -155.1021
15320.069604, -28.289, -155.0901
15320.435815, -28.287, -155.0782
15320.802026, -28.285, -155.0662
15321.168237, -28.283, -155.0542
15321.534448, -28.280, -155.0423
15321.900659, -28.278, -155.0303
15322.266870, -28.276, -155.0184
15322.633081, -28.274, -155.0064
15322.999292, -28.272, -154.9945
15323.365503, -28.269, -154.9826
15323.731714, -28.267, -154.9707
15324.097925, -28.265, -154.9587
15324.464136, -28.263, -154.9468
15324.830347, -28.260, -154.9349
15325.196558, -28.258, -154.9230
15325.562769, -28.256, -154.9112
15325.928980, -28.254, -154.8993
15326.295191, -28.251, -154.8874
15326.661402, -28.249, -154.8755
15327.027613, -28.247, -154.8637
15327.393824, -28.245, -154.8518
15327.760035, -28.242, -154.8400
15328.126246, -28.240, -154.8281
15328.492457, -28.238, -154.8163
15328.858668, -28.236, -154.8045
15329.224879, -28.233, -154.7927
15329.591090, -28.231, -154.7808
15329.957301, -28.229, -154.7690
15330.323512, -28.227, -154.7572
15330.689723, -28.224, -154.7455
15331.055934, -28.222, -154.7337
15331.422144, -28.220, -154.7219
15331.788355, -28.217, -154.7101
15332.154566, -28.215, -154.6983
15332.520777, -28.213, -154.6866
15332.886988, -28.211, -154.6749
15333.253199, -28.208, -154.6631
15333.619410, -28.206, -154.6514
15333.985621, -28.204, -154.6396
15334.351832, -28.201, -154.6279
15334.718043, -28.199, -154.6162
15335.084254, -28.197, -154.6045
15335.450465, -28.194, -154.5928
15335.816676, -28.192, -154.5811
15336.182887, -28.190, -154.5694
15336.549098, -28.188, -154.5577
15336.915309, -28.185, -154.5461
15337.281520, -28.183, -154.5344
15337.647731, -28.181, -154.5227
15338.013942, -28.178, -154.5111
15338.380153, -28.176, -154.4994
15338.746364, -28.174, -154.4878
15339.112575, -28.171, -154.4762
15339.478786, -28.169, -154.4645
15339.844997, -28.167, -154.4529
15340.211208, -28.164, -154.4413
15340.577419, -28.162, -154.4297
15340.943630, -28.160, -154.4181
15341.309841, -28.157, -154.4065
15341.676052, -28.155, -154.3950
15342.042263, -28.153, -154.3834
15342.408473, -28.150, -154.3718
15342.774684, -28.148, -154.3603
15343.140895, -28.146, -154.3487
15343.507106, -28.143, -154.3372
15343.873317, -28.141, -154.3256
15344.239528, -28.139, -154.3141
15344.605739, -28.136, -154.3026
15344.971950, -28.134, -154.2911
15345.338161, -28.131, -154.2796
15345.704372, -28.129, -154.2681
15346.070583, -28.127, -154.2566
15346.436794, -28.124, -154.2451
15346.803005, -28.122, -154.2336
15347.169216, -28.120, -154.2222
15347.535427, -28.117, -154.2107
15347.901638, -28.115, -154.1992
15348.267849, -28.112, -154.1878
15348.634060, -28.110, -154.1764
15349.000271, -28.108, -154.1649
15349.366482, -28.105, -154.1535
15349.732693, -28.103, -154.1421
15350.098904, -28.101, -154.1307
15350.465115, -28.098, -154.1193
15350.831326, -28.096, -154.1079
15351.197537, -28.093, -154.0965
15351.563748, -28.091, -154.0851
15351.929959, -28.089, -154.0738
15352.296170, -28.086, -154.0624
15352.662381, -28.084, -154.0511
15353.028592, -28.081, -154.0397
15353.394803, -28.079, -154.0284
15353.761013, -28.077, -154.0170
15354.127224, -28.074, -154.0057
15354.493435, -28.072, -153.9944
15354.859646, -28.069, -153.9831
15355.225857, -28.067, -153.9718
15355.592068, -28.064, -153.9605
15355.958279, -28.062, -153.9492
15356.324490, -28.060, -153.9379
15356.690701, -28.057, -153.9267
15357.056912, -28.055, -153.9154
15357.423123, -28.052, -153.9042
15357.789334, -28.050, -153.8929
15358.155545, -28.047, -153.8817
15358.521756, -28.045, -153.8705
15358.887967, -28.043, -153.8593
15359.254178, -28.040, -153.8480
15359.620389, -28.038, -153.8368
15359.986600, -28.035, -153.8256
15360.352811, -28.033, -153.8145
15360.719022, -28.030, -153.8033
15361.085233, -28.028, -153.7921
15361.451444, -28.025, -153.7809
15361.817655, -28.023, -153.7698
15362.183866, -28.020, -153.7587
15362.550077, -28.018, -153.7475
15362.916288, -28.016, -153.7364
15363.282499, -28.013, -153.7253
15363.648710, -28.011, -153.7142
15364.014921, -28.008, -153.7031
15364.381132, -28.006, -153.6920
15364.747342, -28.003, -153.6809
15365.113553, -28.001, -153.6698
15365.479764, -27.998, -153.6587
15365.845975, -27.996, -153.6476
15366.212186, -27.993, -153.6366
15366.578397, -27.991, -153.6255
15366.944608, -27.988, -153.6145
15367.310819, -27.986, -153.6035
15367.677030, -27.983, -153.5925
15368.043241, -27.981, -153.5815
15368.409452, -27.978, -153.5705
15368.775663, -27.976, -153.5595
15369.141874, -27.973, -153.5485
15369.508085, -27.971, -153.5375
15369.874296, -27.968, -153.5265
15370.240507, -27.966, -153.5156
15370.606718, -27.963, -153.5046
15370.972929, -27.961, -153.4937
15371.339140, -27.958, -153.4827
15371.705351, -27.956, -153.4718
15372.071562, -27.953, -153.4609
15372.437773, -27.951, -153.4500
15372.803984, -27.948, -153.4391
15373.170195, -27.946, -153.4282
15373.536406, -27.943, -153.4173
15373.902617, -27.941, -153.4064
15374.268828, -27.938, -153.3956
15374.635039, -27.935, -153.3847
15375.001250, -27.933, -153.3739
15375.367461, -27.930, -153.3630
15375.733672, -27.928, -153.3522
15376.099882, -27.925, -153.3414
15376.466093, -27.923, -153.3306
15376.832304, -27.920, -153.3197
15377.198515, -27.918, -153.3090
15377.564726, -27.915, -153.2982
15377.930937, -27.913, -153.2874
15378.297148, -27.910, -153.2766
15378.663359, -27.907, -153.2659
15379.029570, -27.905, -153.2551
15379.395781, -27.902, -153.2444
15379.761992, -27.900, -153.2336
15380.128203, -27.897, -153.2229
15380.494414, -27.895, -153.2122
15380.860625, -27.892, -153.2015
15381.226836, -27.889, -153.1908
15381.593047, -27.887, -153.1801
15381.959258, -27.884, -153.1694
15382.325469, -27.882, -153.1588
15382.691680, -27.879, -153.1481
15383.057891, -27.876, -153.1375
15383.424102, -27.874, -153.1268
15383.790313, -27.871, -153.1162
15384.156524, -27.869, -153.1056
15384.522735, -27.866, -153.0950
15384.888946, -27.864, -153.0844
15385.255157, -27.861, -153.0738
15385.621368, -27.858, -153.0632
15385.987579, -27.856, -153.0526
15386.353790, -27.853, -153.0420
15386.720001, -27.850, -153.0315
15387.086212, -27.848, -153.0209
15387.452422, -27.845, -153.0104
15387.818633, -27.843, -152.9999
15388.184844, -27.840, -152.9893
15388.551055, -27.837, -152.9788
15388.917266, -27.835, -152.9683
15389.283477, -27.832, -152.9578
15389.649688, -27.830, -152.9474
15390.015899, -27.827, -152.9369
15390.382110, -27.824, -152.9264
15390.748321, -27.822, -152.9160
15391.114532, -27.819, -152.9055
15391.480743, -27.816, -152.8951
15391.846954, -27.814, -152.8847
15392.213165, -27.811, -152.8743
15392.579376, -27.808, -152.8638
15392.945587, -27.806, -152.8535
15393.311798, -27.803, -152.8431
15393.678009, -27.800, -152.8327
15394.044220, -27.798, -152.8223
15394.410431, -27.795, -152.8120
15394.776642, -27.793, -152.8016
15395.142853, -27.790, -152.7913
15395.509064, -27.787, -152.7810
15395.875275, -27.785, -152.7706
15396.241486, -27.782, -152.7603
15396.607697, -27.779, -152.7500
15396.973908, -27.777, -152.7397
15397.340119, -27.774, -152.7295
15397.706330, -27.771, -152.7192
15398.072541, -27.769, -152.7089
15398.438751, -27.766, -152.6987
15398.804962, -27.763, -152.6884
15399.171173, -27.760, -152.6782
15399.537384, -27.758, -152.6680
15399.903595, -27.755, -152.6578
15400.269806, -27.752, -152.6476
15400.636017, -27.750, -152.6374
15401.002228, -27.747, -152.6272
15401.368439, -27.744, -152.6171
15401.734650, -27.742, -152.6069
15402.100861, -27.739, -152.5967
15402.467072, -27.736, -152.5866
15402.833283, -27.734, -152.5765
15403.199494, -27.731, -152.5664
15403.565705, -27.728, -152.5562
15403.931916, -27.725, -152.5461
15404.298127, -27.723, -152.5361
15404.664338, -27.720, -152.5260
15405.030549, -27.717, -152.5159
15405.396760, -27.715, -152.5059
15405.762971, -27.712, -152.4958
15406.129182, -27.709, -152.4858
15406.495393, -27.706, -152.4757
15406.861604, -27.704, -152.4657
15407.227815, -27.701, -152.4557
15407.594026, -27.698, -152.4457
15407.960237, -27.695, -152.4357
15408.326448, -27.693, -152.4258
15408.692659, -27.690, -152.4158
15409.058870, -27.687, -152.4058
15409.425081, -27.684, -152.3959
15409.791291, -27.682, -152.3860
15410.157502, -27.679, -152.3760
15410.523713, -27.676, -152.3661
15410.889924, -27.673, -152.3562
15411.256135, -27.671, -152.3463
15411.622346, -27.668, -152.3365
15411.988557, -27.665, -152.3266
15412.354768, -27.662, -152.3167
15412.720979, -27.660, -152.3069
15413.087190, -27.657, -152.2970
15413.453401, -27.654, -152.2872
15413.819612, -27.651, -152.2774
15414.185823, -27.649, -152.2676
15414.552034, -27.646, -152.2578
15414.918245, -27.643, -152.2480
15415.284456, -27.640, -152.2382
15415.650667, -27.637, -152.2284
15416.016878, -27.635, -152.2187
15416.383089, -27.632, -152.2089
15416.749300, -27.629, -152.1992
15417.115511, -27.626, -152.1895
15417.481722, -27.623, -152.1798
15417.847933, -27.621, -152.1701
15418.214144, -27.618, -152.1604
15418.580355, -27.615, -152.1507
15418.946566, -27.612, -152.1411
15419.312777, -27.609, -152.1314
15419.678988, -27.607, -152.1217
15420.045199, -27.604, -152.1121
15420.411410, -27.601, -152.1025
15420.777620, -27.598, -152.0928
15421.143831, -27.595, -152.0833
15421.510042, -27.593, -152.0737
15421.876253, -27.590, -152.0641
15422.242464, -27.587, -152.0545
15422.608675, -27.584, -152.0449
15422.974886, -27.581, -152.0354
15423.341097, -27.578, -152.0259
15423.707308, -27.576, -152.0163
15424.073519, -27.573, -152.0068
15424.439730, -27.570, -151.9973
15424.805941, -27.567, -151.9878
15425.172152, -27.564, -151.9783
15425.538363, -27.561, -151.9689
15425.904574, -27.559, -151.9594
15426.270785, -27.556, -151.9500
15426.636996, -27.553, -151.9405
15427.003207, -27.550, -151.9311
15427.369418, -27.547, -151.9217
15427.735629, -27.544, -151.9123
15428.101840, -27.541, -151.9029
15428.468051, -27.539, -151.8935
15428.834262, -27.536, -151.8841
15429.200473, -27.533, -151.8748
15429.566684, -27.530, -151.8654
15429.932895, -27.527, -151.8561
15430.299106, -27.524, -151.8468
15430.665317, -27.521, -151.8374
15431.031528, -27.519, -151.8281
15431.397739, -27.516, -151.8188
15431.763950, -27.513, -151.8096
15432.130160, -27.510, -151.8003
15432.496371, -27.507, -151.7910
15432.862582, -27.504, -151.7818
15433.228793, -27.501, -151.7726
15433.595004, -27.498, -151.7633
15433.961215, -27.495, -151.7541
15434.327426, -27.493, -151.7449
15434.693637, -27.490, -151.7357
15435.059848, -27.487, -151.7266
15435.426059, -27.484, -151.7174
15435.792270, -27.481, -151.7082
15436.158481, -27.478, -151.6991
15436.524692, -27.475, -151.6900
15436.890903, -27.472, -151.6808
15437.257114, -27.469, -151.6718
15437.623325, -27.466, -151.6626
15437.989536, -27.464, -151.6536
15438.355747, -27.461, -151.6445
15438.721958, -27.458, -151.6354
15439.088169, -27.455, -151.6264
15439.454380, -27.452, -151.6174
15439.820591, -27.449, -151.6083
15440.186802, -27.446, -151.5993
15440.553013, -27.443, -151.5903
15440.919224, -27.440, -151.5813
15441.285435, -27.437, -151.5723
15441.651646, -27.434, -151.5634
15442.017857, -27.431, -151.5544
15442.384068, -27.428, -151.5455
15442.750279, -27.425, -151.5366
15443.116489, -27.422, -151.5276
15443.482700, -27.419, -151.5187
15443.848911, -27.417, -151.5098
15444.215122, -27.414, -151.5009
15444.581333, -27.411, -151.4921
15444.947544, -27.408, -151.4832
15445.313755, -27.405, -151.4743
15445.679966, -27.402, -151.4655
15446.046177, -27.399, -151.4567
15446.412388, -27.396, -151.4479
15446.778599, -27.393, -151.4391
15447.144810, -27.390, -151.4303
15447.511021, -27.387, -151.4215
15447.877232, -27.384, -151.4128
15448.243443, -27.381, -151.4040
15448.609654, -27.378, -151.3953
15448.975865, -27.375, -151.3866
15449.342076, -27.372, -151.3778
15449.708287, -27.369, -151.3691
15450.074498, -27.366, -151.3605
15450.440709, -27.363, -151.3518
15450.806920, -27.360, -151.3431
15451.173131, -27.357, -151.3345
15451.539342, -27.354, -151.3258
15451.905553, -27.351, -151.3172
15452.271764, -27.348, -151.3085
15452.637975, -27.345, -151.2999
15453.004186, -27.342, -151.2914
15453.370397, -27.339, -151.2828
15453.736608, -27.336, -151.2742
15454.102819, -27.333, -151.2657
15454.469029, -27.330, -151.2571
15454.835240, -27.327, -151.2486
15455.201451, -27.324, -151.2401
15455.567662, -27.321, -151.2316
15455.933873, -27.318, -151.2231
15456.300084, -27.315, -151.2146
15456.666295, -27.312, -151.2061
15457.032506, -27.309, -151.1977
15457.398717, -27.306, -151.1892
15457.764928, -27.303, -151.1808
15458.131139, -27.300, -151.1724
15458.497350, -27.297, -151.1640
15458.863561, -27.294, -151.1556
15459.229772, -27.290, -151.1472
15459.595983, -27.287, -151.1388
15459.962194, -27.284, -151.1305
15460.328405, -27.281, -151.1221
15460.694616, -27.278, -151.1138
15461.060827, -27.275, -151.1055
15461.427038, -27.272, -151.0972
15461.793249, -27.269, -151.0889
15462.159460, -27.266, -151.0806
15462.525671, -27.263, -151.0723
15462.891882, -27.260, -151.0641
15463.258093, -27.257, -151.0558
15463.624304, -27.254, -151.0476
15463.990515, -27.251, -151.0394
15464.356726, -27.248, -151.0312
15464.722937, -27.245, -151.0230
15465.089148, -27.241, -151.0148
15465.455359, -27.238, -151.0067
15465.821569, -27.235, -150.9985
15466.187780, -27.232, -150.9904
15466.553991, -27.229, -150.9823
15466.920202, -27.226, -150.9741
15467.286413, -27.223, -150.9660
15467.652624, -27.220, -150.9579
15468.018835, -27.217, -150.9499
15468.385046, -27.214, -150.9418
15468.751257, -27.210, -150.9338
15469.117468, -27.207, -150.9257
15469.483679, -27.204, -150.9177
15469.849890, -27.201, -150.9097
15470.216101, -27.198, -150.9017
15470.582312, -27.195, -150.8937
15470.948523, -27.192, -150.8858
15471.314734, -27.189, -150.8778
15471.680945, -27.186, -150.8699
15472.047156, -27.182, -150.8619
15472.413367, -27.179, -150.8540
15472.779578, -27.176, -150.8461
15473.145789, -27.173, -150.8382
15473.512000, -27.170, -150.8303
15473.878211, -27.167, -150.8225
15474.244422, -27.164, -150.8146
15474.610633, -27.161, -150.8068
15474.976844, -27.157, -150.7990
15475.343055, -27.154, -150.7912
15475.709266, -27.151, -150.7834
15476.075477, -27.148, -150.7756
15476.441688, -27.145, -150.7678
15476.807898, -27.142, -150.7601
15477.174109, -27.138, -150.7523
15477.540320, -27.135, -150.7446
15477.906531, -27.132, -150.7369
15478.272742, -27.129, -150.7292
15478.638953, -27.126, -150.7215
15479.005164, -27.123, -150.7138
15479.371375, -27.119, -150.7061
15479.737586, -27.116, -150.6985
15480.103797, -27.113, -150.6909
15480.470008, -27.110, -150.6832
15480.836219, -27.107, -150.6756
15481.202430, -27.104, -150.6680
15481.568641, -27.100, -150.6604
15481.934852, -27.097, -150.6529
15482.301063, -27.094, -150.6453
15482.667274, -27.091, -150.6378
15483.033485, -27.088, -150.6302
15483.399696, -27.084, -150.6228
15483.765907, -27.081, -150.6152
15484.132118, -27.078, -150.6078
15484.498329, -27.075, -150.6003
15484.864540, -27.072, -150.5928
15485.230751, -27.068, -150.5854
15485.596962, -27.065, -150.5780
15485.963173, -27.062, -150.5705
15486.329384, -27.059, -150.5631
15486.695595, -27.056, -150.5558
15487.061806, -27.052, -150.5484
15487.428017, -27.049, -150.5410
15487.794228, -27.046, -150.5337
15488.160438, -27.043, -150.5263
15488.526649, -27.040, -150.5190
15488.892860, -27.036, -150.5117
15489.259071, -27.033, -150.5044
15489.625282, -27.030, -150.4971
15489.991493, -27.027, -150.4899
15490.357704, -27.023, -150.4826
15490.723915, -27.020, -150.4754
15491.090126, -27.017, -150.4682
15491.456337, -27.014, -150.4609
15491.822548, -27.010, -150.4538
15492.188759, -27.007, -150.4466
15492.554970, -27.004, -150.4394
15492.921181, -27.001, -150.4323
15493.287392, -26.997, -150.4251
15493.653603, -26.994, -150.4180
15494.019814, -26.991, -150.4109
15494.386025, -26.988, -150.4038
15494.752236, -26.984, -150.3967
15495.118447, -26.981, -150.3897
15495.484658, -26.978, -150.3826
15495.850869, -26.975, -150.3755
15496.217080, -26.971, -150.3685
15496.583291, -26.968, -150.3615
15496.949502, -26.965, -150.3545
15497.315713, -26.961, -150.3476
15497.681924, -26.958, -150.3406
15498.048135, -26.955, -150.3336
15498.414346, -26.952, -150.3267
15498.780557, -26.948, -150.3198
15499.146767, -26.945, -150.3129
15499.512978, -26.942, -150.3060
15499.879189, -26.938, -150.2991
15500.245400, -26.935, -150.2922
15500.611611, -26.932, -150.2854
15500.977822, -26.929, -150.2785
15501.344033, -26.925, -150.2717
15501.710244, -26.922, -150.2649
15502.076455, -26.919, -150.2581
15502.442666, -26.915, -150.2513
15502.808877, -26.912, -150.2446
15503.175088, -26.909, -150.2378
15503.541299, -26.905, -150.2311
15503.907510, -26.902, -150.2244
15504.273721, -26.899, -150.2177
15504.639932, -26.895, -150.2110
15505.006143, -26.892, -150.2043
15505.372354, -26.889, -150.1976
15505.738565, -26.885, -150.1910
15506.104776, -26.882, -150.1844
15506.470987, -26.879, -150.1778
15506.837198, -26.875, -150.1712
15507.203409, -26.872, -150.1646
15507.569620, -26.869, -150.1580
15507.935831, -26.865, -150.1514
15508.302042, -26.862, -150.1449
15508.668253, -26.859, -150.1384
15509.034464, -26.855, -150.1319
15509.400675, -26.852, -150.1254
15509.766886, -26.849, -150.1189
15510.133097, -26.845, -150.1124
15510.499307, -26.842, -150.1060
15510.865518, -26.839, -150.0995
15511.231729, -26.835, -150.0931
15511.597940, -26.832, -150.0867
15511.964151, -26.828, -150.0803
15512.330362, -26.825, -150.0740
15512.696573, -26.822, -150.0676
15513.062784, -26.818, -150.0612
15513.428995, -26.815, -150.0549
15513.795206, -26.812, -150.0486
15514.161417, -26.808, -150.0423
15514.527628, -26.805, -150.0360
15514.893839, -26.801, -150.0297
15515.260050, -26.798, -150.0235
15515.626261, -26.795, -150.0173
15515.992472, -26.791, -150.0110
15516.358683, -26.788, -150.0048
15516.724894, -26.785, -149.9986
15517.091105, -26.781, -149.9924
15517.457316, -26.778, -149.9863
15517.823527, -26.774, -149.9801
15518.189738, -26.771, -149.9740
15518.555949, -26.767, -149.9679
15518.922160, -26.764, -149.9618
15519.288371, -26.761, -149.9557
15519.654582, -26.757, -149.9496
15520.020793, -26.754, -149.9436
15520.387004, -26.750, -149.9375
15520.753215, -26.747, -149.9315
15521.119426, -26.744, -149.9255
15521.485637, -26.740, -149.9195
15521.851847, -26.737, -149.9135
15522.218058, -26.733, -149.9076
15522.584269, -26.730, -149.9016
15522.950480, -26.726, -149.8957
15523.316691, -26.723, -149.8898
15523.682902, -26.720, -149.8839
15524.049113, -26.716, -149.8780
15524.415324, -26.713, -149.8721
15524.781535, -26.709, -149.8663
15525.147746, -26.706, -149.8605
15525.513957, -26.702, -149.8546
15525.880168, -26.699, -149.8488
15526.246379, -26.695, -149.8431
15526.612590, -26.692, -149.8373
15526.978801, -26.688, -149.8315
15527.345012, -26.685, -149.8258
15527.711223, -26.682, -149.8201
15528.077434, -26.678, -149.8143
15528.443645, -26.675, -149.8087
15528.809856, -26.671, -149.8030
15529.176067, -26.668, -149.7973
15529.542278, -26.664, -149.7917
15529.908489, -26.661, -149.7861
15530.274700, -26.657, -149.7804
15530.640911, -26.654, -149.7749
15531.007122, -26.650, -149.7693
15531.373333, -26.647, -149.7637
15531.739544, -26.643, -149.7582
15532.105755, -26.640, -149.7526
15532.471966, -26.636, -149.7471
15532.838176, -26.633, -149.7416
15533.204387, -26.629, -149.7361
15533.570598, -26.626, -149.7307
15533.936809, -26.622, -149.7252
15534.303020, -26.619, -149.7198
15534.669231, -26.615, -149.7144
15535.035442, -26.612, -149.7090
15535.401653, -26.608, -149.7036
15535.767864, -26.605, -149.6982
15536.134075, -26.601, -149.6929
15536.500286, -26.598, -149.6875
15536.866497, -26.594, -149.6822
15537.232708, -26.591, -149.6769
15537.598919, -26.587, -149.6716
15537.965130, -26.584, -149.6664
15538.331341, -26.580, -149.6611
15538.697552, -26.577, -149.6559
15539.063763, -26.573, -149.6507
15539.429974, -26.570, -149.6454
15539.796185, -26.566, -149.6403
15540.162396, -26.562, -149.6351
15540.528607, -26.559, -149.6299
15540.894818, -26.555, -149.6248
15541.261029, -26.552, -149.6197
15541.627240, -26.548, -149.6146
15541.993451, -26.545, -149.6095
15542.359662, -26.541, -149.6044
15542.725873, -26.538, -149.5994
15543.092084, -26.534, -149.5943
15543.458295, -26.531, -149.5893
15543.824506, -26.527, -149.5843
15544.190716, -26.523, -149.5793
15544.556927, -26.520, -149.5744
15544.923138, -26.516, -149.5694
15545.289349, -26.513, -149.5645
15545.655560, -26.509, -149.5596
15546.021771, -26.506, -149.5547
15546.387982, -26.502, -149.5498
15546.754193, -26.498, -149.5449
15547.120404, -26.495, -149.5401
15547.486615, -26.491, -149.5352
15547.852826, -26.488, -149.5304
15548.219037, -26.484, -149.5256
15548.585248, -26.481, -149.5209
15548.951459, -26.477, -149.5161
15549.317670, -26.473, -149.5114
15549.683881, -26.470, -149.5066
15550.050092, -26.466, -149.5019
15550.416303, -26.463, -149.4972
15550.782514, -26.459, -149.4925
15551.148725, -26.455, -149.4879
15551.514936, -26.452, -149.4832
15551.881147, -26.448, -149.4786
15552.247358, -26.445, -149.4740
15552.613569, -26.441, -149.4694
15552.979780, -26.437, -149.4648
15553.345991, -26.434, -149.4603
15553.712202, -26.430, -149.4558
15554.078413, -26.426, -149.4512
15554.444624, -26.423, -149.4467
15554.810835, -26.419, -149.4423
15555.177045, -26.416, -149.4378
15555.543256, -26.412, -149.4333
15555.909467, -26.408, -149.4289
15556.275678, -26.405, -149.4245
15556.641889, -26.401, -149.4201
15557.008100, -26.397, -149.4157
15557.374311, -26.394, -149.4114
15557.740522, -26.390, -149.4070
15558.106733, -26.386, -149.4027
15558.472944, -26.383, -149.3984
15558.839155, -26.379, -149.3941
15559.205366, -26.375, -149.3898
15559.571577, -26.372, -149.3856
15559.937788, -26.368, -149.3813
15560.303999, -26.365, -149.3771
15560.670210, -26.361, -149.3729
15561.036421, -26.357, -149.3687
15561.402632, -26.354, -149.3646
15561.768843, -26.350, -149.3604
15562.135054, -26.346, -149.3563
15562.501265, -26.343, -149.3522
15562.867476, -26.339, -149.3481
15563.233687, -26.335, -149.3440
15563.599898, -26.332, -149.3400
15563.966109, -26.328, -149.3359
15564.332320, -26.324, -149.3319
15564.698531, -26.320, -149.3279
15565.064742, -26.317, -149.3239
15565.430953, -26.313, -149.3200
15565.797164, -26.309, -149.3160
15566.163375, -26.306, -149.3121
15566.529585, -26.302, -149.3082
15566.895796, -26.298, -149.3043
15567.262007, -26.295, -149.3004
15567.628218, -26.291, -149.2966
15567.994429, -26.287, -149.2927
15568.360640, -26.284, -149.2889
15568.726851, -26.280, -149.2851
15569.093062, -26.276, -149.2813
15569.459273, -26.272, -149.2776
15569.825484, -26.269, -149.2738
15570.191695, -26.265, -149.2701
15570.557906, -26.261, -149.2664
15570.924117, -26.257, -149.2627
15571.290328, -26.254, -149.2590
15571.656539, -26.250, -149.2554
15572.022750, -26.246, -149.2517
15572.388961, -26.243, -149.2481
15572.755172, -26.239, -149.2445
15573.121383, -26.235, -149.2410
15573.487594, -26.231, -149.2374
15573.853805, -26.228, -149.2339
15574.220016, -26.224, -149.2303
15574.586227, -26.220, -149.2269
15574.952438, -26.216, -149.2234
15575.318649, -26.213, -149.2199
15575.684860, -26.209, -149.2165
15576.051071, -26.205, -149.2130
15576.417282, -26.201, -149.2096
15576.783493, -26.198, -149.2063
15577.149704, -26.194, -149.2029
15577.515914, -26.190, -149.1995
15577.882125, -26.186, -149.1962
15578.248336, -26.183, -149.1929
15578.614547, -26.179, -149.1896
15578.980758, -26.175, -149.1863
15579.346969, -26.171, -149.1831
15579.713180, -26.168, -149.1798
15580.079391, -26.164, -149.1766
15580.445602, -26.160, -149.1734
15580.811813, -26.156, -149.1703
15581.178024, -26.152, -149.1671
15581.544235, -26.149, -149.1640
15581.910446, -26.145, -149.1609
15582.276657, -26.141, -149.1578
15582.642868, -26.137, -149.1547
15583.009079, -26.134, -149.1516
15583.375290, -26.130, -149.1486
15583.741501, -26.126, -149.1455
15584.107712, -26.122, -149.1426
15584.473923, -26.118, -149.1396
15584.840134, -26.115, -149.1366
15585.206345, -26.111, -149.1337
15585.572556, -26.107, -149.1308
15585.938767, -26.103, -149.1278
15586.304978, -26.099, -149.1250
15586.671189, -26.096, -149.1221
15587.037400, -26.092, -149.1192
15587.403611, -26.088, -149.1164
15587.769822, -26.084, -149.1136
15588.136033, -26.080, -149.1108
15588.502244, -26.076, -149.1081
15588.868454, -26.073, -149.1053
15589.234665, -26.069, -149.1026
15589.600876, -26.065, -149.0999
15589.967087, -26.061, -149.0972
15590.333298, -26.057, -149.0946
15590.699509, -26.054, -149.0919
15591.065720, -26.050, -149.0893
15591.431931, -26.046, -149.0867
15591.798142, -26.042, -149.0841
15592.164353, -26.038, -149.0815
15592.530564, -26.034, -149.0790
15592.896775, -26.030, -149.0765
15593.262986, -26.027, -149.0740
15593.629197, -26.023, -149.0715
15593.995408, -26.019, -149.0690
15594.361619, -26.015, -149.0666
15594.727830, -26.011, -149.0641
15595.094041, -26.007, -149.0617
15595.460252, -26.003, -149.0594
15595.826463, -26.000, -149.0570
15596.192674, -25.996, -149.0547
15596.558885, -25.992, -149.0523
15596.925096, -25.988, -149.0500
15597.291307, -25.984, -149.0478
15597.657518, -25.980, -149.0455
15598.023729, -25.976, -149.0433
15598.389940, -25.973, -149.0410
15598.756151, -25.969, -149.0388
15599.122362, -25.965, -149.0367
15599.488573, -25.961, -149.0345
15599.854784, -25.957, -149.0324
15600.220994, -25.953, -149.0303
15600.587205, -25.949, -149.0282
15600.953416, -25.945, -149.0261
15601.319627, -25.941, -149.0240
15601.685838, -25.938, -149.0220
15602.052049, -25.934, -149.0200
15602.418260, -25.930, -149.0180
15602.784471, -25.926, -149.0161
15603.150682, -25.922, -149.0141
15603.516893, -25.918, -149.0122
15603.883104, -25.914, -149.0103
15604.249315, -25.910, -149.0084
15604.615526, -25.906, -149.0065
15604.981737, -25.902, -149.0047
15605.347948, -25.899, -149.0029
15605.714159, -25.895, -149.0011
15606.080370, -25.891, -148.9993
15606.446581, -25.887, -148.9975
15606.812792, -25.883, -148.9958
15607.179003, -25.879, -148.9941
15607.545214, -25.875, -148.9924
15607.911425, -25.871, -148.9907
15608.277636, -25.867, -148.9890
15608.643847, -25.863, -148.9874
15609.010058, -25.859, -148.9858
15609.376269, -25.855, -148.9842
15609.742480, -25.851, -148.9827
15610.108691, -25.847, -148.9811
15610.474902, -25.844, -148.9796
